sale_id,date,store_id,product_id,quantity_sold,unit_price,discount_pct,total_amount
SL0008676,2025-04-06,ST02,P030,2,114.88,0.0,229.76
SL0008677,2025-04-06,ST05,P030,1,114.88,0.0,114.88
SL0008678,2025-04-06,ST01,P033,1,96.03,0.0,96.03
SL0008679,2025-04-06,ST02,P033,2,96.03,0.0,192.06
SL0008680,2025-04-06,ST04,P033,1,96.03,0.0,96.03
SL0008681,2025-04-06,ST05,P033,3,96.03,0.0,288.09
SL0008682,2025-04-06,ST01,P034,1,186.14,0.0,186.14
SL0008683,2025-04-06,ST03,P034,1,186.14,0.0,186.14
SL0008684,2025-04-06,ST04,P034,1,186.14,0.0,186.14
SL0008685,2025-04-06,ST01,P035,1,235.26,0.0,235.26
SL0008686,2025-04-06,ST02,P035,1,235.26,0.0,235.26
SL0008687,2025-04-06,ST05,P036,1,241.71,0.2,193.37
SL0008688,2025-04-06,ST01,P037,1,156.54,0.0,156.54
SL0008689,2025-04-06,ST05,P037,1,156.54,0.0,156.54
SL0008690,2025-04-06,ST03,P039,1,126.2,0.0,126.2
SL0008691,2025-04-06,ST01,P040,1,355.4,0.0,355.4
SL0008692,2025-04-07,ST01,P001,2,189.35,0.15,321.9
SL0008693,2025-04-07,ST03,P001,2,189.35,0.0,378.7
SL0008694,2025-04-07,ST05,P001,1,189.35,0.0,189.35
SL0008695,2025-04-07,ST01,P002,1,231.35,0.0,231.35
SL0008696,2025-04-07,ST02,P002,4,231.35,0.1,832.86
SL0008697,2025-04-07,ST04,P002,1,231.35,0.0,231.35
SL0008698,2025-04-07,ST05,P002,3,231.35,0.0,694.05
SL0008699,2025-04-07,ST01,P003,4,346.79,0.1,1248.44
SL0008700,2025-04-07,ST01,P004,1,422.17,0.0,422.17
SL0008701,2025-04-07,ST03,P004,1,422.17,0.0,422.17
SL0008702,2025-04-07,ST04,P004,1,422.17,0.0,422.17
SL0008703,2025-04-07,ST05,P004,4,422.17,0.1,1519.81
SL0008704,2025-04-07,ST02,P005,1,83.01,0.0,83.01
SL0008705,2025-04-07,ST03,P005,1,83.01,0.0,83.01
SL0008706,2025-04-07,ST04,P005,1,83.01,0.0,83.01
SL0008707,2025-04-07,ST05,P005,1,83.01,0.0,83.01
SL0008708,2025-04-07,ST01,P007,1,152.45,0.0,152.45
SL0008709,2025-04-07,ST02,P007,2,152.45,0.0,304.9
SL0008710,2025-04-07,ST05,P007,2,152.45,0.0,304.9
SL0008711,2025-04-07,ST01,P008,1,188.95,0.0,188.95
SL0008712,2025-04-07,ST01,P009,1,145.99,0.0,145.99
SL0008713,2025-04-07,ST02,P009,2,145.99,0.0,291.98
SL0008714,2025-04-07,ST05,P009,2,145.99,0.0,291.98
SL0008715,2025-04-07,ST01,P010,2,128.04,0.0,256.08
SL0008716,2025-04-07,ST03,P010,1,128.04,0.0,128.04
SL0008717,2025-04-07,ST04,P010,1,128.04,0.0,128.04
SL0008718,2025-04-07,ST01,P011,1,151.69,0.0,151.69
SL0008719,2025-04-07,ST03,P011,1,151.69,0.0,151.69
SL0008720,2025-04-07,ST04,P011,2,151.69,0.0,303.38
SL0008721,2025-04-07,ST05,P011,2,151.69,0.0,303.38
SL0008722,2025-04-07,ST02,P012,3,125.68,0.0,377.04
SL0008723,2025-04-07,ST03,P012,3,125.68,0.0,377.04
SL0008724,2025-04-07,ST04,P012,2,125.68,0.0,251.36
SL0008725,2025-04-07,ST05,P012,8,125.68,0.0,1005.44
SL0008726,2025-04-07,ST01,P013,1,180.45,0.1,162.4
SL0008727,2025-04-07,ST02,P013,1,180.45,0.0,180.45
SL0008728,2025-04-07,ST02,P014,9,419.58,0.0,3776.22
SL0008729,2025-04-07,ST03,P014,1,419.58,0.0,419.58
SL0008730,2025-04-07,ST04,P014,1,419.58,0.0,419.58
SL0008731,2025-04-07,ST01,P015,1,38.69,0.0,38.69
SL0008732,2025-04-07,ST03,P015,1,38.69,0.0,38.69
SL0008733,2025-04-07,ST04,P015,1,38.69,0.0,38.69
SL0008734,2025-04-07,ST02,P016,2,384.31,0.0,768.62
SL0008735,2025-04-07,ST04,P016,1,384.31,0.0,384.31
SL0008736,2025-04-07,ST05,P016,5,384.31,0.0,1921.55
SL0008737,2025-04-07,ST01,P017,5,63.29,0.0,316.45
SL0008738,2025-04-07,ST05,P017,4,63.29,0.0,253.16
SL0008739,2025-04-07,ST01,P018,3,102.27,0.0,306.81
SL0008740,2025-04-07,ST05,P019,2,319.37,0.0,638.74
SL0008741,2025-04-07,ST02,P020,1,77.4,0.0,77.4
SL0008742,2025-04-07,ST04,P020,1,77.4,0.0,77.4
SL0008743,2025-04-07,ST05,P020,1,77.4,0.0,77.4
SL0008744,2025-04-07,ST03,P021,1,56.27,0.0,56.27
SL0008745,2025-04-07,ST05,P021,1,56.27,0.0,56.27
SL0008746,2025-04-07,ST01,P022,2,211.96,0.0,423.92
SL0008747,2025-04-07,ST03,P022,3,211.96,0.0,635.88
SL0008748,2025-04-07,ST04,P022,2,211.96,0.0,423.92
SL0008749,2025-04-07,ST01,P023,1,74.49,0.0,74.49
SL0008750,2025-04-07,ST03,P023,2,74.49,0.0,148.98
SL0008751,2025-04-07,ST04,P023,1,74.49,0.0,74.49
SL0008752,2025-04-07,ST05,P023,3,74.49,0.0,223.47
SL0008753,2025-04-07,ST01,P024,3,97.74,0.0,293.22
SL0008754,2025-04-07,ST02,P024,2,97.74,0.1,175.93
SL0008755,2025-04-07,ST03,P024,4,97.74,0.15,332.32
SL0008756,2025-04-07,ST04,P024,1,97.74,0.0,97.74
SL0008757,2025-04-07,ST05,P024,2,97.74,0.0,195.48
SL0008758,2025-04-07,ST01,P025,2,28.92,0.0,57.84
SL0008759,2025-04-07,ST02,P025,1,28.92,0.0,28.92
SL0008760,2025-04-07,ST04,P025,1,28.92,0.0,28.92
SL0008761,2025-04-07,ST05,P025,4,28.92,0.0,115.68
SL0008762,2025-04-07,ST01,P026,1,309.01,0.0,309.01
SL0008763,2025-04-07,ST04,P026,1,309.01,0.15,262.66
SL0008764,2025-04-07,ST05,P026,1,309.01,0.2,247.21
SL0008765,2025-04-07,ST01,P027,1,374.73,0.0,374.73
SL0008766,2025-04-07,ST03,P027,2,374.73,0.0,749.46
SL0008767,2025-04-07,ST01,P028,3,402.15,0.0,1206.45
SL0008768,2025-04-07,ST02,P028,2,402.15,0.0,804.3
SL0008769,2025-04-07,ST03,P028,1,402.15,0.0,402.15
SL0008770,2025-04-07,ST04,P028,1,402.15,0.15,341.83
SL0008771,2025-04-07,ST03,P029,1,267.81,0.0,267.81
SL0008772,2025-04-07,ST01,P030,1,114.88,0.0,114.88
SL0008773,2025-04-07,ST03,P030,2,114.88,0.0,229.76
SL0008774,2025-04-07,ST05,P033,1,96.03,0.0,96.03
SL0008775,2025-04-07,ST02,P034,2,186.14,0.0,372.28
SL0008776,2025-04-07,ST01,P035,1,235.26,0.0,235.26
SL0008777,2025-04-07,ST02,P035,1,235.26,0.0,235.26
SL0008778,2025-04-07,ST05,P035,1,235.26,0.0,235.26
SL0008779,2025-04-07,ST03,P036,2,241.71,0.0,483.42
SL0008780,2025-04-07,ST02,P038,1,332.44,0.0,332.44
SL0008781,2025-04-07,ST03,P038,1,332.44,0.0,332.44
SL0008782,2025-04-08,ST01,P001,2,189.35,0.0,378.7
SL0008783,2025-04-08,ST02,P001,1,189.35,0.0,189.35
SL0008784,2025-04-08,ST04,P001,1,189.35,0.0,189.35
SL0008785,2025-04-08,ST01,P002,1,231.35,0.0,231.35
SL0008786,2025-04-08,ST05,P002,1,231.35,0.0,231.35
SL0008787,2025-04-08,ST01,P003,2,346.79,0.0,693.58
SL0008788,2025-04-08,ST02,P003,1,346.79,0.0,346.79
SL0008789,2025-04-08,ST05,P003,1,346.79,0.0,346.79
SL0008790,2025-04-08,ST01,P004,1,422.17,0.0,422.17
SL0008791,2025-04-08,ST03,P004,1,422.17,0.0,422.17
SL0008792,2025-04-08,ST01,P005,1,83.01,0.0,83.01
SL0008793,2025-04-08,ST03,P005,2,83.01,0.0,166.02
SL0008794,2025-04-08,ST05,P005,2,83.01,0.0,166.02
SL0008795,2025-04-08,ST01,P006,1,135.12,0.0,135.12
SL0008796,2025-04-08,ST03,P006,1,135.12,0.0,135.12
SL0008797,2025-04-08,ST05,P006,1,135.12,0.0,135.12
SL0008798,2025-04-08,ST02,P007,2,152.45,0.0,304.9
SL0008799,2025-04-08,ST05,P007,2,152.45,0.0,304.9
SL0008800,2025-04-08,ST02,P009,1,145.99,0.0,145.99
SL0008801,2025-04-08,ST01,P011,1,151.69,0.0,151.69
SL0008802,2025-04-08,ST05,P011,11,151.69,0.0,1668.59
SL0008803,2025-04-08,ST01,P012,1,125.68,0.0,125.68
SL0008804,2025-04-08,ST02,P012,1,125.68,0.0,125.68
SL0008805,2025-04-08,ST03,P012,2,125.68,0.15,213.66
SL0008806,2025-04-08,ST04,P012,1,125.68,0.0,125.68
SL0008807,2025-04-08,ST05,P012,1,125.68,0.0,125.68
SL0008808,2025-04-08,ST01,P014,4,419.58,0.0,1678.32
SL0008809,2025-04-08,ST02,P014,2,419.58,0.0,839.16
SL0008810,2025-04-08,ST05,P014,2,419.58,0.0,839.16
SL0008811,2025-04-08,ST03,P015,1,38.69,0.0,38.69
SL0008812,2025-04-08,ST02,P016,1,384.31,0.0,384.31
SL0008813,2025-04-08,ST03,P016,1,384.31,0.0,384.31
SL0008814,2025-04-08,ST04,P016,1,384.31,0.0,384.31
SL0008815,2025-04-08,ST05,P017,1,63.29,0.1,56.96
SL0008816,2025-04-08,ST02,P018,1,102.27,0.0,102.27
SL0008817,2025-04-08,ST04,P018,1,102.27,0.0,102.27
SL0008818,2025-04-08,ST05,P018,1,102.27,0.0,102.27
SL0008819,2025-04-08,ST02,P020,1,77.4,0.0,77.4
SL0008820,2025-04-08,ST03,P020,1,77.4,0.0,77.4
SL0008821,2025-04-08,ST04,P020,1,77.4,0.0,77.4
SL0008822,2025-04-08,ST05,P020,1,77.4,0.0,77.4
SL0008823,2025-04-08,ST03,P021,1,56.27,0.0,56.27
SL0008824,2025-04-08,ST04,P021,1,56.27,0.0,56.27
SL0008825,2025-04-08,ST01,P022,1,211.96,0.0,211.96
SL0008826,2025-04-08,ST02,P023,5,74.49,0.0,372.45
SL0008827,2025-04-08,ST03,P023,1,74.49,0.0,74.49
SL0008828,2025-04-08,ST04,P023,2,74.49,0.0,148.98
SL0008829,2025-04-08,ST01,P024,1,97.74,0.0,97.74
SL0008830,2025-04-08,ST02,P024,1,97.74,0.0,97.74
SL0008831,2025-04-08,ST03,P024,1,97.74,0.0,97.74
SL0008832,2025-04-08,ST04,P024,1,97.74,0.0,97.74
SL0008833,2025-04-08,ST05,P024,1,97.74,0.0,97.74
SL0008834,2025-04-08,ST03,P025,2,28.92,0.0,57.84
SL0008835,2025-04-08,ST05,P025,1,28.92,0.0,28.92
SL0008836,2025-04-08,ST05,P026,1,309.01,0.15,262.66
SL0008837,2025-04-08,ST01,P027,2,374.73,0.0,749.46
SL0008838,2025-04-08,ST04,P027,1,374.73,0.2,299.78
SL0008839,2025-04-08,ST05,P027,1,374.73,0.0,374.73
SL0008840,2025-04-08,ST01,P028,1,402.15,0.0,402.15
SL0008841,2025-04-08,ST03,P028,3,402.15,0.0,1206.45
SL0008842,2025-04-08,ST04,P028,2,402.15,0.0,804.3
SL0008843,2025-04-08,ST01,P030,2,114.88,0.0,229.76
SL0008844,2025-04-08,ST02,P030,1,114.88,0.0,114.88
SL0008845,2025-04-08,ST05,P030,1,114.88,0.0,114.88
SL0008846,2025-04-08,ST01,P033,5,96.03,0.0,480.15
SL0008847,2025-04-08,ST02,P033,1,96.03,0.15,81.63
SL0008848,2025-04-08,ST03,P033,1,96.03,0.0,96.03
SL0008849,2025-04-08,ST04,P033,1,96.03,0.0,96.03
SL0008850,2025-04-08,ST05,P033,1,96.03,0.0,96.03
SL0008851,2025-04-08,ST02,P034,1,186.14,0.0,186.14
SL0008852,2025-04-08,ST03,P034,1,186.14,0.15,158.22
SL0008853,2025-04-08,ST04,P034,2,186.14,0.0,372.28
SL0008854,2025-04-08,ST01,P035,2,235.26,0.0,470.52
SL0008855,2025-04-08,ST04,P035,1,235.26,0.0,235.26
SL0008856,2025-04-08,ST02,P036,1,241.71,0.0,241.71
SL0008857,2025-04-08,ST01,P037,1,156.54,0.2,125.23
SL0008858,2025-04-08,ST04,P039,1,126.2,0.0,126.2
SL0008859,2025-04-08,ST05,P040,1,355.4,0.0,355.4
SL0008860,2025-04-09,ST02,P001,1,189.35,0.1,170.42
SL0008861,2025-04-09,ST05,P001,1,189.35,0.0,189.35
SL0008862,2025-04-09,ST01,P002,2,231.35,0.0,462.7
SL0008863,2025-04-09,ST02,P002,1,231.35,0.0,231.35
SL0008864,2025-04-09,ST03,P002,1,231.35,0.0,231.35
SL0008865,2025-04-09,ST04,P002,2,231.35,0.0,462.7
SL0008866,2025-04-09,ST05,P002,1,231.35,0.0,231.35
SL0008867,2025-04-09,ST02,P003,1,346.79,0.0,346.79
SL0008868,2025-04-09,ST03,P003,2,346.79,0.0,693.58
SL0008869,2025-04-09,ST05,P003,2,346.79,0.0,693.58
SL0008870,2025-04-09,ST01,P004,1,422.17,0.0,422.17
SL0008871,2025-04-09,ST05,P004,3,422.17,0.0,1266.51
SL0008872,2025-04-09,ST01,P005,1,83.01,0.0,83.01
SL0008873,2025-04-09,ST05,P005,1,83.01,0.0,83.01
SL0008874,2025-04-09,ST01,P006,1,135.12,0.0,135.12
SL0008875,2025-04-09,ST05,P006,1,135.12,0.0,135.12
SL0008876,2025-04-09,ST01,P007,2,152.45,0.0,304.9
SL0008877,2025-04-09,ST02,P007,1,152.45,0.0,152.45
SL0008878,2025-04-09,ST03,P007,3,152.45,0.0,457.35
SL0008879,2025-04-09,ST05,P007,1,152.45,0.0,152.45
SL0008880,2025-04-09,ST01,P008,1,188.95,0.0,188.95
SL0008881,2025-04-09,ST05,P009,1,145.99,0.0,145.99
SL0008882,2025-04-09,ST01,P010,1,128.04,0.0,128.04
SL0008883,2025-04-09,ST02,P010,1,128.04,0.0,128.04
SL0008884,2025-04-09,ST03,P010,1,128.04,0.0,128.04
SL0008885,2025-04-09,ST01,P011,1,151.69,0.0,151.69
SL0008886,2025-04-09,ST02,P011,1,151.69,0.0,151.69
SL0008887,2025-04-09,ST03,P011,1,151.69,0.0,151.69
SL0008888,2025-04-09,ST05,P011,2,151.69,0.0,303.38
SL0008889,2025-04-09,ST01,P012,3,125.68,0.0,377.04
SL0008890,2025-04-09,ST02,P012,1,125.68,0.0,125.68
SL0008891,2025-04-09,ST04,P012,1,125.68,0.0,125.68
SL0008892,2025-04-09,ST02,P013,1,180.45,0.15,153.38
SL0008893,2025-04-09,ST01,P014,2,419.58,0.0,839.16
SL0008894,2025-04-09,ST02,P014,2,419.58,0.0,839.16
SL0008895,2025-04-09,ST03,P014,7,419.58,0.2,2349.65
SL0008896,2025-04-09,ST04,P014,1,419.58,0.0,419.58
SL0008897,2025-04-09,ST02,P015,1,38.69,0.1,34.82
SL0008898,2025-04-09,ST04,P015,1,38.69,0.0,38.69
SL0008899,2025-04-09,ST05,P015,5,38.69,0.0,193.45
SL0008900,2025-04-09,ST02,P017,1,63.29,0.0,63.29
SL0008901,2025-04-09,ST05,P017,2,63.29,0.0,126.58
SL0008902,2025-04-09,ST01,P020,1,77.4,0.0,77.4
SL0008903,2025-04-09,ST02,P020,1,77.4,0.0,77.4
SL0008904,2025-04-09,ST05,P020,1,77.4,0.0,77.4
SL0008905,2025-04-09,ST05,P021,2,56.27,0.0,112.54
SL0008906,2025-04-09,ST01,P022,1,211.96,0.0,211.96
SL0008907,2025-04-09,ST02,P023,1,74.49,0.1,67.04
SL0008908,2025-04-09,ST03,P023,2,74.49,0.2,119.18
SL0008909,2025-04-09,ST04,P023,1,74.49,0.0,74.49
SL0008910,2025-04-09,ST01,P024,3,97.74,0.0,293.22
SL0008911,2025-04-09,ST03,P024,2,97.74,0.0,195.48
SL0008912,2025-04-09,ST05,P024,8,97.74,0.2,625.54
SL0008913,2025-04-09,ST01,P025,2,28.92,0.0,57.84
SL0008914,2025-04-09,ST02,P025,1,28.92,0.15,24.58
SL0008915,2025-04-09,ST03,P025,4,28.92,0.0,115.68
SL0008916,2025-04-09,ST02,P026,2,309.01,0.0,618.02
SL0008917,2025-04-09,ST01,P027,3,374.73,0.0,1124.19
SL0008918,2025-04-09,ST02,P027,1,374.73,0.0,374.73
SL0008919,2025-04-09,ST05,P027,1,374.73,0.0,374.73
SL0008920,2025-04-09,ST01,P028,3,402.15,0.0,1206.45
SL0008921,2025-04-09,ST02,P028,1,402.15,0.0,402.15
SL0008922,2025-04-09,ST03,P028,1,402.15,0.1,361.94
SL0008923,2025-04-09,ST02,P030,2,114.88,0.0,229.76
SL0008924,2025-04-09,ST03,P030,4,114.88,0.0,459.52
SL0008925,2025-04-09,ST03,P031,1,364.57,0.15,309.88
SL0008926,2025-04-09,ST04,P031,1,364.57,0.1,328.11
SL0008927,2025-04-09,ST05,P031,1,364.57,0.0,364.57
SL0008928,2025-04-09,ST02,P033,1,96.03,0.0,96.03
SL0008929,2025-04-09,ST01,P034,1,186.14,0.0,186.14
SL0008930,2025-04-09,ST02,P034,4,186.14,0.0,744.56
SL0008931,2025-04-09,ST03,P034,2,186.14,0.0,372.28
SL0008932,2025-04-09,ST04,P034,2,186.14,0.0,372.28
SL0008933,2025-04-09,ST02,P035,1,235.26,0.0,235.26
SL0008934,2025-04-09,ST03,P035,1,235.26,0.0,235.26
SL0008935,2025-04-09,ST01,P036,1,241.71,0.0,241.71
SL0008936,2025-04-09,ST02,P037,1,156.54,0.0,156.54
SL0008937,2025-04-09,ST05,P038,1,332.44,0.0,332.44
SL0008938,2025-04-09,ST04,P040,1,355.4,0.0,355.4
SL0008939,2025-04-10,ST01,P001,1,189.35,0.1,170.42
SL0008940,2025-04-10,ST01,P002,6,231.35,0.0,1388.1
SL0008941,2025-04-10,ST02,P002,2,231.35,0.0,462.7
SL0008942,2025-04-10,ST03,P002,1,231.35,0.0,231.35
SL0008943,2025-04-10,ST05,P002,1,231.35,0.2,185.08
SL0008944,2025-04-10,ST01,P003,2,346.79,0.0,693.58
SL0008945,2025-04-10,ST04,P003,1,346.79,0.0,346.79
SL0008946,2025-04-10,ST01,P004,1,422.17,0.0,422.17
SL0008947,2025-04-10,ST02,P004,1,422.17,0.0,422.17
SL0008948,2025-04-10,ST03,P004,1,422.17,0.0,422.17
SL0008949,2025-04-10,ST04,P004,1,422.17,0.1,379.95
SL0008950,2025-04-10,ST03,P005,1,83.01,0.0,83.01
SL0008951,2025-04-10,ST05,P005,2,83.01,0.0,166.02
SL0008952,2025-04-10,ST01,P006,1,135.12,0.0,135.12
SL0008953,2025-04-10,ST05,P006,2,135.12,0.0,270.24
SL0008954,2025-04-10,ST01,P007,1,152.45,0.0,152.45
SL0008955,2025-04-10,ST03,P007,2,152.45,0.0,304.9
SL0008956,2025-04-10,ST04,P007,1,152.45,0.0,152.45
SL0008957,2025-04-10,ST05,P007,2,152.45,0.0,304.9
SL0008958,2025-04-10,ST01,P009,2,145.99,0.0,291.98
SL0008959,2025-04-10,ST01,P010,1,128.04,0.0,128.04
SL0008960,2025-04-10,ST01,P011,1,151.69,0.0,151.69
SL0008961,2025-04-10,ST02,P011,1,151.69,0.0,151.69
SL0008962,2025-04-10,ST04,P011,3,151.69,0.0,455.07
SL0008963,2025-04-10,ST05,P011,2,151.69,0.0,303.38
SL0008964,2025-04-10,ST01,P012,2,125.68,0.0,251.36
SL0008965,2025-04-10,ST02,P012,2,125.68,0.0,251.36
SL0008966,2025-04-10,ST03,P012,1,125.68,0.0,125.68
SL0008967,2025-04-10,ST04,P012,2,125.68,0.0,251.36
SL0008968,2025-04-10,ST05,P012,3,125.68,0.0,377.04
SL0008969,2025-04-10,ST05,P013,2,180.45,0.0,360.9
SL0008970,2025-04-10,ST01,P014,3,419.58,0.0,1258.74
SL0008971,2025-04-10,ST03,P014,1,419.58,0.0,419.58
SL0008972,2025-04-10,ST05,P014,1,419.58,0.0,419.58
SL0008973,2025-04-10,ST01,P015,1,38.69,0.0,38.69
SL0008974,2025-04-10,ST03,P015,2,38.69,0.0,77.38
SL0008975,2025-04-10,ST04,P015,1,38.69,0.0,38.69
SL0008976,2025-04-10,ST05,P015,1,38.69,0.0,38.69
SL0008977,2025-04-10,ST02,P017,1,63.29,0.0,63.29
SL0008978,2025-04-10,ST03,P017,3,63.29,0.0,189.87
SL0008979,2025-04-10,ST05,P017,1,63.29,0.1,56.96
SL0008980,2025-04-10,ST01,P018,1,102.27,0.1,92.04
SL0008981,2025-04-10,ST05,P018,2,102.27,0.0,204.54
SL0008982,2025-04-10,ST01,P019,2,319.37,0.0,638.74
SL0008983,2025-04-10,ST03,P019,1,319.37,0.0,319.37
SL0008984,2025-04-10,ST05,P020,1,77.4,0.0,77.4
SL0008985,2025-04-10,ST01,P021,1,56.27,0.0,56.27
SL0008986,2025-04-10,ST05,P021,1,56.27,0.0,56.27
SL0008987,2025-04-10,ST01,P022,1,211.96,0.0,211.96
SL0008988,2025-04-10,ST04,P022,3,211.96,0.0,635.88
SL0008989,2025-04-10,ST03,P023,1,74.49,0.15,63.32
SL0008990,2025-04-10,ST05,P023,2,74.49,0.0,148.98
SL0008991,2025-04-10,ST01,P024,7,97.74,0.0,684.18
SL0008992,2025-04-10,ST03,P024,5,97.74,0.0,488.7
SL0008993,2025-04-10,ST04,P024,3,97.74,0.0,293.22
SL0008994,2025-04-10,ST05,P024,4,97.74,0.0,390.96
SL0008995,2025-04-10,ST01,P025,3,28.92,0.0,86.76
SL0008996,2025-04-10,ST02,P025,1,28.92,0.0,28.92
SL0008997,2025-04-10,ST03,P025,1,28.92,0.15,24.58
SL0008998,2025-04-10,ST05,P025,2,28.92,0.0,57.84
SL0008999,2025-04-10,ST02,P026,1,309.01,0.15,262.66
SL0009000,2025-04-10,ST04,P026,1,309.01,0.0,309.01
SL0009001,2025-04-10,ST05,P026,1,309.01,0.0,309.01
SL0009002,2025-04-10,ST04,P027,1,374.73,0.0,374.73
SL0009003,2025-04-10,ST05,P027,1,374.73,0.0,374.73
SL0009004,2025-04-10,ST01,P028,2,402.15,0.0,804.3
SL0009005,2025-04-10,ST02,P028,3,402.15,0.0,1206.45
SL0009006,2025-04-10,ST01,P030,1,114.88,0.0,114.88
SL0009007,2025-04-10,ST02,P030,1,114.88,0.0,114.88
SL0009008,2025-04-10,ST03,P030,1,114.88,0.0,114.88
SL0009009,2025-04-10,ST01,P031,1,364.57,0.0,364.57
SL0009010,2025-04-10,ST03,P031,1,364.57,0.0,364.57
SL0009011,2025-04-10,ST01,P033,1,96.03,0.0,96.03
SL0009012,2025-04-10,ST02,P033,1,96.03,0.1,86.43
SL0009013,2025-04-10,ST05,P033,1,96.03,0.0,96.03
SL0009014,2025-04-10,ST01,P034,4,186.14,0.2,595.65
SL0009015,2025-04-10,ST04,P034,2,186.14,0.0,372.28
SL0009016,2025-04-10,ST01,P035,1,235.26,0.0,235.26
SL0009017,2025-04-10,ST02,P035,1,235.26,0.0,235.26
SL0009018,2025-04-10,ST04,P035,1,235.26,0.0,235.26
SL0009019,2025-04-10,ST05,P035,2,235.26,0.0,470.52
SL0009020,2025-04-10,ST03,P037,1,156.54,0.1,140.89
SL0009021,2025-04-10,ST04,P037,1,156.54,0.0,156.54
SL0009022,2025-04-10,ST02,P038,1,332.44,0.15,282.57
SL0009023,2025-04-10,ST03,P038,1,332.44,0.0,332.44
SL0009024,2025-04-10,ST04,P040,1,355.4,0.0,355.4
SL0009025,2025-04-11,ST04,P001,2,189.35,0.0,378.7
SL0009026,2025-04-11,ST01,P002,2,231.35,0.0,462.7
SL0009027,2025-04-11,ST03,P002,1,231.35,0.0,231.35
SL0009028,2025-04-11,ST04,P002,1,231.35,0.0,231.35
SL0009029,2025-04-11,ST05,P002,3,231.35,0.0,694.05
SL0009030,2025-04-11,ST01,P003,1,346.79,0.0,346.79
SL0009031,2025-04-11,ST04,P003,1,346.79,0.0,346.79
SL0009032,2025-04-11,ST05,P003,1,346.79,0.0,346.79
SL0009033,2025-04-11,ST01,P004,2,422.17,0.0,844.34
SL0009034,2025-04-11,ST02,P004,2,422.17,0.0,844.34
SL0009035,2025-04-11,ST03,P004,3,422.17,0.0,1266.51
SL0009036,2025-04-11,ST05,P004,1,422.17,0.0,422.17
SL0009037,2025-04-11,ST01,P005,2,83.01,0.1,149.42
SL0009038,2025-04-11,ST03,P005,1,83.01,0.0,83.01
SL0009039,2025-04-11,ST04,P005,1,83.01,0.0,83.01
SL0009040,2025-04-11,ST01,P006,1,135.12,0.2,108.1
SL0009041,2025-04-11,ST02,P006,1,135.12,0.0,135.12
SL0009042,2025-04-11,ST03,P006,2,135.12,0.0,270.24
SL0009043,2025-04-11,ST04,P006,1,135.12,0.0,135.12
SL0009044,2025-04-11,ST01,P007,4,152.45,0.0,609.8
SL0009045,2025-04-11,ST02,P007,1,152.45,0.0,152.45
SL0009046,2025-04-11,ST03,P007,1,152.45,0.0,152.45
SL0009047,2025-04-11,ST04,P007,2,152.45,0.0,304.9
SL0009048,2025-04-11,ST05,P008,2,188.95,0.0,377.9
SL0009049,2025-04-11,ST01,P010,1,128.04,0.0,128.04
SL0009050,2025-04-11,ST05,P010,1,128.04,0.0,128.04
SL0009051,2025-04-11,ST01,P011,1,151.69,0.15,128.94
SL0009052,2025-04-11,ST03,P011,3,151.69,0.0,455.07
SL0009053,2025-04-11,ST01,P012,3,125.68,0.0,377.04
SL0009054,2025-04-11,ST02,P012,2,125.68,0.0,251.36
SL0009055,2025-04-11,ST03,P012,4,125.68,0.0,502.72
SL0009056,2025-04-11,ST05,P012,2,125.68,0.15,213.66
SL0009057,2025-04-11,ST01,P014,3,419.58,0.0,1258.74
SL0009058,2025-04-11,ST03,P014,1,419.58,0.0,419.58
SL0009059,2025-04-11,ST05,P014,2,419.58,0.15,713.29
SL0009060,2025-04-11,ST02,P015,1,38.69,0.0,38.69
SL0009061,2025-04-11,ST04,P015,2,38.69,0.0,77.38
SL0009062,2025-04-11,ST02,P016,1,384.31,0.0,384.31
SL0009063,2025-04-11,ST03,P016,1,384.31,0.0,384.31
SL0009064,2025-04-11,ST01,P017,1,63.29,0.0,63.29
SL0009065,2025-04-11,ST02,P017,1,63.29,0.0,63.29
SL0009066,2025-04-11,ST03,P017,1,63.29,0.0,63.29
SL0009067,2025-04-11,ST05,P017,2,63.29,0.1,113.92
SL0009068,2025-04-11,ST05,P018,1,102.27,0.0,102.27
SL0009069,2025-04-11,ST01,P019,1,319.37,0.0,319.37
SL0009070,2025-04-11,ST01,P020,1,77.4,0.2,61.92
SL0009071,2025-04-11,ST03,P020,2,77.4,0.0,154.8
SL0009072,2025-04-11,ST04,P020,1,77.4,0.0,77.4
SL0009073,2025-04-11,ST05,P020,1,77.4,0.0,77.4
SL0009074,2025-04-11,ST03,P021,3,56.27,0.0,168.81
SL0009075,2025-04-11,ST05,P021,1,56.27,0.15,47.83
SL0009076,2025-04-11,ST01,P022,4,211.96,0.0,847.84
SL0009077,2025-04-11,ST03,P022,3,211.96,0.0,635.88
SL0009078,2025-04-11,ST04,P022,1,211.96,0.0,211.96
SL0009079,2025-04-11,ST05,P022,1,211.96,0.0,211.96
SL0009080,2025-04-11,ST01,P023,4,74.49,0.0,297.96
SL0009081,2025-04-11,ST02,P023,4,74.49,0.0,297.96
SL0009082,2025-04-11,ST03,P023,2,74.49,0.15,126.63
SL0009083,2025-04-11,ST04,P023,1,74.49,0.2,59.59
SL0009084,2025-04-11,ST05,P023,1,74.49,0.0,74.49
SL0009085,2025-04-11,ST01,P024,1,97.74,0.0,97.74
